,modelID,mae,mse,rmse,r2,mpe
0,1.0,25.74538960395151,3623.1862292232377,60.192908462901485,0.9648957625485595,0.04244294846553764
1,2.0,26.034457564456016,4360.371559550063,66.03310957050306,0.9577533394865632,0.0420449054686104
2,3.0,28.28494393692328,5915.632035825104,76.91314605335751,0.9426847701103475,0.04563866747392089
3,4.0,28.114376188796513,6779.370155341724,82.3369306893433,0.9343162055030922,0.04525780007851576
